"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","CutOff","Gender","Age","Degree","University","Subject","GenAIUse","TypesOfAI[SQ001]","TypesOfAI[SQ002]","TypesOfAI[SQ003]","TypesOfAI[SQ004]","TypesOfAI[SQ005]","TypesOfAI[other]","AmoutUniAI","AIUniApplications[SQ001]","AIUniApplications[SQ002]","AIUniApplications[SQ003]","AIUniApplications[SQ004]","AIUniApplications[SQ005]","AIUniApplications[SQ006]","AIUniApplications[SQ007]","AIUniApplications[other]","AIFreq","AIOutcomes[SQ001]","AIOutcomes[SQ002]","AIOutcomes[SQ003]","AIOutcomes[SQ004]","AIOutcomes[SQ005]","AIOutcomes[SQ008]","AIOutcomes[SQ006]","AIOutcomes[SQ007]","RestrictionPolicy","RestrictionPolicy[other]","AIforStudAssess","EducatorsAIExp","EducatorsAIExp[other]","AIforMaterials","FearOfAI[SQ001]","FearOfAI[SQ002]","FearOfAI[SQ003]","FurtherAI[SQ001]","FurtherAI[SQ002]","FurtherAI[SQ003]","FurtherAI[SQ004]","ReaonsAgainstAI","Feedback"
"42","2024-01-17 16:02:46","6","de","2035838215","2024-01-17 15:59:26","2024-01-17 16:02:46","Ja (Yes)","Weiblich (Female)","22","Other","Tübingen","Jura","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","2","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Ja (Yes)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft gar nicht zu.","teils teils","teils teils","teils teils","",""
"43","2024-01-17 16:05:48","6","de","455070185","2024-01-17 16:00:52","2024-01-17 16:05:48","Ja (Yes)","Männlich (Male)","24","Master (Masters Degree)","Universität Tübingen","Biochemistry ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","95%","Ja","Ja","Nein","Nein","Ja","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"44","2024-01-17 16:05:49","6","de","1608352818","2024-01-17 16:02:45","2024-01-17 16:05:49","Ja (Yes)","Männlich (Male)","21","Bachelor (Bachelors Degree)","Universität Tübingen","Psychologie","Ja (Yes)","Ja","Ja","Ja","Nein","Nein","","50","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","teils teils","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"45","","4","de","1175067893","2024-01-17 16:05:44","2024-01-17 16:07:24","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Universiät Tübingen","Biologie","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","","70","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","","","","","","","","","","","","","","",""
"46","2024-01-17 16:17:56","6","de","1756637663","2024-01-17 16:13:39","2024-01-17 16:17:56","Ja (Yes)","Männlich (Male)","26","Master (Masters Degree)","Uni Tübingen","Master Public Policy and social Change","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","2%","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","Einige Male pro Monat (a couple times a month)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","trifft voll zu","teils teils","teils teils","",""
"47","2024-01-17 16:20:39","6","de","1574787251","2024-01-17 16:13:59","2024-01-17 16:20:39","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","Tübingen","Quantitative Data Science","Ja (Yes)","Ja","Ja","Nein","Ja","Nein","","70 / 30","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Format and process data in excel or similar more simplistic software that can't be easily programmed","Täglich (Daily)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu","teils teils","teils teils","trifft eher zu","","Studenten sollten die ganze Verantwortung für einen möglich positiven/negativen Einfluss von KI in ihrem Leben. Schüler und jündere Personen nicht. Im idealfall sollte man in der Schule lernen, wie man verantwortungsvoll mit KI umgehen soll.

Wäre spannend zu sehen, wie der Umgang mit Ki vom Studifach abhängt bzw. wie die KI-Literacy der Professoren vom Fachbereich abhängt.

Könnt ihr mich am Laufenden halten mit eurem Ergebnissen? ich belege auch Data Literacy gerade (mihai.falcusan@student.uni-tuebingen.de"
"48","2024-01-17 16:26:21","6","de","931334295","2024-01-17 16:14:41","2024-01-17 16:26:21","Ja (Yes)","Weiblich (Female)","27","Dr. / Phd.","Universität Tübingen","Biology","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","50","Ja","Nein","Ja","Nein","Nein","Nein","Ja","Debugging","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu","teils teils","teils teils","trifft eher zu","","Ich denke zum Umgang mit KI gehört eine gewisse Medienkompetenz, damit sie an der Universität verwendet werden kann. Diese sollte auch an den Universitäten vermittelt werden. Die Tools sind da, Studenten werden sie nutzen ob erlaubt oder nicht. Aber wenn sie in ihrem Umgang nicht geschult werden, verwenden sie sie falsch. Generative KI Programme sind gut geeignet um Texte zusammenzufassen, vereinfacht zu erklären oder einfacher Fehler zu finden. Aber nicht um für jemanden Texte (insbesondere wissenschaftliche) zu schreiben oder als Ersatz für Suchmaschinen.  Die Ergebnisse können immer falsch, die Quellen erfunden sein. Es gibt zur Zeit positive und negative Aussichten. Wie sich unser Umgang mit KI Programmen in Zukunft gestalten wird, liegt vermutlich auch an den Bildungseinrichtungen und welche Kompetenzen sie den Schülern und Studenten heute mitgeben. "
"49","2024-01-17 16:21:23","6","de","1300911096","2024-01-17 16:16:52","2024-01-17 16:21:23","Ja (Yes)","Männlich (Male)","26","Master (Masters Degree)","Universität Tübingen","Erziehungswissenschaft","Ja (Yes)","Ja","Ja","Nein","Ja","Nein","","0","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Gar nicht","Weniger als einmal pro Monat (Less than once a month)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","teils teils (Neutral)","teils teils (Neutral)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu","teils teils","teils teils","trifft eher nicht zu","",""
"50","2024-01-17 16:24:40","6","de","2025171885","2024-01-17 16:22:04","2024-01-17 16:24:40","Ja (Yes)","Weiblich (Female)","29","Bachelor (Bachelors Degree)","Universität Tübingen ","Geschichte und Ethik Lehramt ","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","Funktioniert für meine Fächer eher unzuverlässig",""
"51","2024-01-17 16:30:32","6","de","480065926","2024-01-17 16:24:21","2024-01-17 16:30:32","Ja (Yes)","Weiblich (Female)","30","Master (Masters Degree)","Tübingen ","Computational linguistics ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","60","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Nein (No)","teils teils (Neutral)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu","teils teils","teils teils","trifft voll zu","",""
"52","2024-01-17 16:35:40","6","de","965091663","2024-01-17 16:31:14","2024-01-17 16:35:40","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","Tübingen","Informatik","Ja (Yes)","Ja","Nein","Ja","Ja","Ja","","70","Ja","Nein","Nein","Nein","Ja","Ja","Nein","GPT4 Kan teilweise die übungsaufgaben für mich lösen","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher zu (Agree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu","trifft voll zu","trifft gar nicht zu.","trifft voll zu","",""
"53","2024-01-17 16:39:10","6","de","1021386869","2024-01-17 16:33:59","2024-01-17 16:39:10","Ja (Yes)","Weiblich (Female)","19","Bachelor (Bachelors Degree)","Universität Tübingen","Psychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils","trifft eher zu","trifft gar nicht zu.","trifft eher zu","",""
"54","","1","de","1920669390","2024-01-17 16:38:08","2024-01-17 16:38:13","Ja (Yes)","","","","","","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","2024-01-17 16:49:24","6","de","957134453","2024-01-17 16:39:20","2024-01-17 16:49:24","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","Universitaet Tuebingen","Machine Learning","Ja (Yes)","Ja","Nein","Nein","Nein","Ja","PerplexityAI, Open Source LLMs","60","Ja","Nein","Nein","Ja","Ja","Ja","Ja","","Täglich (Daily)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu","trifft voll zu","trifft gar nicht zu.","trifft voll zu","",""
"56","2024-01-17 16:46:10","6","de","1379890715","2024-01-17 16:41:55","2024-01-17 16:46:10","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","University of Tübingen ","Physik","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","50:50","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ideen für Lösungsansätze generieren","Einige Male pro Monat (a couple times a month)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils","teils teils","teils teils","trifft eher zu","",""
"57","2024-01-17 16:51:10","6","de","1695720752","2024-01-17 16:43:21","2024-01-17 16:51:10","Ja (Yes)","Weiblich (Female)","29","Dr. / Phd.","Tübingen","Musikwissenschaft","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","20","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Textkorrektur","An den meisten Wochentagen (On most days of the week)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft voll zu","","Die Frage: ""Gebe bitte an (in Prozent 0-100) wie hoch du den Anteil der Zeit einschätzt, den Du generative KI für universitäre Zwecke nutzt, im Vergleich zu dem Anteil der Zeit, welchen du generative KI außerhalb der Universität nutzt"" ist sehr kompliziert formuliert. :)"
"58","2024-01-17 17:01:45","6","de","349038493","2024-01-17 16:49:24","2024-01-17 17:01:45","Ja (Yes)","Weiblich (Female)","24","Master (Masters Degree)","University of Tuebingen","Cognitive Science","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","","15","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils","teils teils","teils teils","trifft eher zu","",""
